1e-07	0	2.23474
0.0001001	-0.41622	0.00189018
0.0002001	-0.41613	0.000925294
0.0003001	-0.416299	0.000758197
0.0004001	-0.416234	0.000542094
0.0005001	-0.416434	0.000650762
0.0006001	-0.416368	0.000524629
0.0007001	-0.416407	0.000519609
0.0008001	-0.41651	0.000590348
0.0009001	-0.416524	0.000579162
0.0010001	-0.416595	0.00062977
0.0011001	-0.416599	0.000617055
0.0012001	-0.416701	0.000705741
0.0013001	-0.416742	0.000735004
0.0014001	-0.416734	0.000717473
0.0015001	-0.416807	0.00078174
0.0016001	-0.416834	0.000800748
0.0017001	-0.416927	0.000887612
0.0018001	-0.416944	0.000898627
0.0019001	-0.417022	0.000971184
0.0020001	-0.417033	0.000976918
0.0021001	-0.417071	0.00101047
0.0022001	-0.417132	0.00106807
0.0023001	-0.417163	0.00109479
0.0024001	-0.41724	0.00116889
0.0025001	-0.417264	0.0011894
0.0026001	-0.417331	0.0012542
0.0027001	-0.417372	0.00129211
0.0028001	-0.417388	0.00130601
0.0029001	-0.417465	0.0013806
0.0030001	-0.417497	0.00141054
0.0031001	-0.417565	0.00147696
0.0032001	-0.417592	0.00150197
0.0033001	-0.417653	0.00156158
0.0034001	-0.417676	0.00158267
0.0035001	-0.417714	0.00161956
0.0036001	-0.417784	0.0016875
0.0037001	-0.417817	0.0017196
0.0038001	-0.41788	0.00178131
0.0039001	-0.41791	0.00180932
0.0040001	-0.417967	0.00186576
0.0041001	-0.418007	0.00190485
0.0042001	-0.418031	0.00192794
0.0043001	-0.418096	0.00199154
0.0044001	-0.418131	0.00202509
0.0045001	-0.41819	0.00208372
0.0046001	-0.418234	0.00212677
0.0047001	-0.418289	0.00218073
0.0048001	-0.418317	0.00220761
0.0049001	-0.41838	0.00226984
0.0050001	-0.418416	0.00230576
0.0051001	-0.418451	0.0023403
0.0052001	-0.418508	0.00239639
0.0053001	-0.418552	0.00243912
0.0054001	-0.418605	0.00249136
0.0055001	-0.418645	0.0025308
0.0056001	-0.418694	0.0025795
0.0057001	-0.418731	0.002616
0.0058001	-0.418767	0.00265131
0.0059001	-0.418832	0.00271568
0.0060001	-0.418865	0.0027481
0.0061001	-0.418916	0.00279904
0.0062001	-0.418956	0.00283871
0.0063001	-0.419014	0.00289603
0.0064001	-0.419051	0.00293292
0.0065001	-0.419088	0.00296872
0.0066001	-0.419141	0.00302144
0.0067001	-0.419183	0.00306373
0.0068001	-0.419234	0.00311352
0.0069001	-0.419274	0.00315325
0.0070001	-0.41933	0.00320887
0.0071001	-0.419367	0.00324608
0.0072001	-0.419412	0.00329061
0.0073001	-0.419464	0.00334206
0.0074001	-0.419498	0.003376
0.0075001	-0.419555	0.00343289
0.0076001	-0.419596	0.00347259
0.0077001	-0.41965	0.00352673
0.0078001	-0.419688	0.00356422
0.0079001	-0.419725	0.00360073
0.0080001	-0.419775	0.00365125
0.0081001	-0.419818	0.00369317
0.0082001	-0.419873	0.0037486
0.0083001	-0.419913	0.0037883
0.0084001	-0.419966	0.00384129
0.0085001	-0.420004	0.00387898
0.0086001	-0.420042	0.00391583
0.0087001	-0.420098	0.00397236
0.0088001	-0.420133	0.00400729
0.0089001	-0.420188	0.00406151
0.0090001	-0.420228	0.00410131
0.0091001	-0.42028	0.00415333
0.0092001	-0.420318	0.00419126
0.0093001	-0.420362	0.00423477
0.0094001	-0.420411	0.00428367
0.0095001	-0.420453	0.00432531
0.0096001	-0.420506	0.00437849
0.0097001	-0.420546	0.00441829
0.0098001	-0.420598	0.00446944
0.0099001	-0.420636	0.00450749
0.0100001	-0.420679	0.00455073
0.0101001	-0.420728	0.00459907
0.0102001	-0.42077	0.00464059
0.0103001	-0.420822	0.0046929
0.0104001	-0.420862	0.00473272
0.0105001	-0.420913	0.0047831
0.0106001	-0.420957	0.00482695
0.0107001	-0.421	0.00486998
0.0108001	-0.421048	0.00491771
0.0109001	-0.421089	0.00495913
0.0110001	-0.421141	0.00501063
0.0111001	-0.421181	0.00505041
0.0112001	-0.421231	0.00510016
0.0113001	-0.421275	0.00514376
0.0114001	-0.421312	0.00518138
0.0115001	-0.421365	0.00523387
0.0116001	-0.421406	0.00527516
0.0117001	-0.421457	0.00532596
0.0118001	-0.421497	0.00536579
0.0119001	-0.421547	0.00541499
0.0120001	-0.42159	0.0054584
0.0121001	-0.421633	0.00550107
0.0122001	-0.42168	0.00554792
0.0123001	-0.421726	0.00559402
0.0124001	-0.421772	0.00563938
0.0125001	-0.421816	0.00568402
0.0126001	-0.421865	0.00573269
0.0127001	-0.421908	0.00577585
0.0128001	-0.421956	0.00582304
0.0129001	-0.421998	0.00586486
0.0130001	-0.422039	0.00590606
0.0131001	-0.422089	0.00595572
0.0132001	-0.422133	0.00600011
0.0133001	-0.422181	0.00604829
0.0134001	-0.422225	0.00609131
0.0135001	-0.422276	0.00614253
0.0136001	-0.422318	0.00618424
0.0137001	-0.422359	0.00622536
0.0138001	-0.422408	0.00627447
0.0139001	-0.422448	0.00631434
0.0140001	-0.4225	0.0063664
0.0141001	-0.422543	0.00640925
0.0142001	-0.42259	0.00645574
0.0143001	-0.422632	0.00649737
0.0144001	-0.422677	0.00654256
0.0145001	-0.422726	0.00659126
0.0146001	-0.422765	0.0066311
0.0147001	-0.422817	0.00668261
0.0148001	-0.42286	0.00672532
0.0149001	-0.422906	0.00677146
0.0150001	-0.422948	0.00681304
0.0151001	-0.422993	0.00685799
0.0152001	-0.423041	0.00690631
0.0153001	-0.423085	0.00695008
0.0154001	-0.423132	0.00699715
0.0155001	-0.423175	0.00703975
0.0156001	-0.423225	0.00708947
0.0157001	-0.423266	0.00713094
0.0158001	-0.423307	0.00717191
0.0159001	-0.423359	0.0072236
0.0160001	-0.423399	0.00726349
0.0161001	-0.42345	0.00731397
0.0162001	-0.423492	0.00735646
0.0163001	-0.423541	0.00740571
0.0164001	-0.423583	0.00744713
0.0165001	-0.423624	0.00748807
0.0166001	-0.423675	0.00753926
0.0167001	-0.423719	0.00758271
0.0168001	-0.423765	0.00762919
0.0169001	-0.423808	0.0076716
0.0170001	-0.423857	0.00772053
0.0171001	-0.423898	0.00776189
0.0172001	-0.423943	0.00780623
0.0173001	-0.42399	0.00785353
0.0174001	-0.424033	0.0078968
0.0175001	-0.424083	0.00794645
0.0176001	-0.424125	0.00798874
0.0177001	-0.424174	0.00803732
0.0178001	-0.424215	0.00807863
0.0179001	-0.424259	0.0081228
0.0180001	-0.424307	0.0081698
0.0181001	-0.42435	0.00821302
0.0182001	-0.424399	0.00826229
0.0183001	-0.424441	0.00830449
0.0184001	-0.42449	0.00835272
0.0185001	-0.424531	0.00839394
0.0186001	-0.424575	0.00843799
0.0187001	-0.424625	0.00848792
0.0188001	-0.424668	0.00853096
0.0189001	-0.424714	0.00857675
0.0190001	-0.424759	0.00862203
0.0191001	-0.424807	0.00866993
0.0192001	-0.424849	0.00871115
0.0193001	-0.424892	0.00875503
0.0194001	-0.424939	0.00880154
0.0195001	-0.424982	0.00884449
0.0196001	-0.425031	0.00889305
0.0197001	-0.425073	0.00893512
0.0198001	-0.425123	0.00898579
0.0199001	-0.425165	0.00902696
0.0200001	-0.425208	0.00907073
0.0201001	-0.425258	0.00911995
0.0202001	-0.425301	0.00916282
0.0203001	-0.425346	0.00920816
0.0204001	-0.425391	0.00925309
0.0205001	-0.425438	0.00930046
0.0206001	-0.425483	0.00934452
0.0207001	-0.425529	0.00939097
0.0208001	-0.425572	0.00943414
0.0209001	-0.425615	0.0094769
0.0210001	-0.425663	0.00952493
0.0211001	-0.425708	0.00956968
0.0212001	-0.425755	0.00961682
0.0213001	-0.425799	0.00966074
0.0214001	-0.425845	0.00970701
0.0215001	-0.425888	0.00975009
0.0216001	-0.425931	0.00979276
0.0217001	-0.425979	0.00984052
0.0218001	-0.426024	0.0098851
0.0219001	-0.426071	0.009932
0.0220001	-0.426114	0.0099758
0.0221001	-0.42616	0.0100219
0.0222001	-0.426204	0.0100649
0.0223001	-0.426249	0.0101101
0.0224001	-0.426296	0.0101577
0.0225001	-0.426338	0.0101995
