1	1.00000000000000e+00	1.00000000000000e+00	0.00000000000000e+00
2	1.50000000000000e+00	1.50000000000000e+00	0.00000000000000e+00
3	1.83333337306976e+00	1.83333337306976e+00	0.00000000000000e+00
4	2.08333349227905e+00	2.08333349227905e+00	0.00000000000000e+00
5	2.28333353996277e+00	2.28333330154419e+00	5.22084491194619e-08
6	2.45000028610229e+00	2.45000028610229e+00	0.00000000000000e+00
7	2.59285736083984e+00	2.59285736083984e+00	0.00000000000000e+00
8	2.71785736083984e+00	2.71785736083984e+00	0.00000000000000e+00
9	2.82896852493286e+00	2.82896852493286e+00	0.00000000000000e+00
10	2.92896842956543e+00	2.92896842956543e+00	0.00000000000000e+00
11	3.01987743377686e+00	3.01987791061401e+00	-7.89497462960753e-08
12	3.10321068763733e+00	3.10321092605591e+00	-3.84148215459845e-08
13	3.18013381958008e+00	3.18013381958008e+00	0.00000000000000e+00
14	3.25156235694885e+00	3.25156354904175e+00	-1.83310746137977e-07
15	3.31822896003723e+00	3.31823015213013e+00	-1.79627846819130e-07
16	3.38072896003723e+00	3.38073015213013e+00	-1.76307040078427e-07
17	3.43955254554749e+00	3.43955373764038e+00	-1.73291823557520e-07
18	3.49510812759399e+00	3.49510908126831e+00	-1.36429861186116e-07
19	3.54773974418640e+00	3.54774093627930e+00	-1.68007346701415e-07
20	3.59773969650269e+00	3.59774112701416e+00	-1.98806930029605e-07
21	3.64535880088806e+00	3.64535999298096e+00	-1.63508275363711e-07
22	3.69081330299377e+00	3.69081449508667e+00	-1.61494583039712e-07
23	3.73429155349731e+00	3.73429250717163e+00	-1.27691450302336e-07
24	3.77595829963684e+00	3.77595949172974e+00	-1.57852994675522e-07
25	3.81595826148987e+00	3.81595945358276e+00	-1.56198339595903e-07
26	3.85441970825195e+00	3.85442066192627e+00	-1.23711771493618e-07
27	3.89145684242249e+00	3.89145803451538e+00	-1.53167917460451e-07
28	3.92717123031616e+00	3.92717218399048e+00	-1.21419986953697e-07
29	3.96165394783020e+00	3.96165370941162e+00	3.00907885275592e-08
30	3.99498724937439e+00	3.99498748779297e+00	-2.98397146991647e-08
31	4.02724552154541e+00	4.02724456787109e+00	1.18402816440266e-07
32	4.05849552154541e+00	4.05849456787109e+00	1.17491126161440e-07
33	4.08879852294922e+00	4.08879756927490e+00	1.16620377355048e-07
34	4.11821031570435e+00	4.11820983886719e+00	5.78937431328086e-08
35	4.14678192138672e+00	4.14678096771240e+00	1.14989703092760e-07
36	4.17455959320068e+00	4.17455863952637e+00	1.14224555147757e-07
37	4.20158672332764e+00	4.20158576965332e+00	1.13489797115562e-07
38	4.22790241241455e+00	4.22790145874023e+00	1.12783403949379e-07
39	4.25354337692261e+00	4.25354290008545e+00	5.60517641190472e-08
40	4.27854347229004e+00	4.27854347229004e+00	0.00000000000000e+00
41	4.30293369293213e+00	4.30293273925781e+00	1.10816770870770e-07
42	4.32674312591553e+00	4.32674217224121e+00	1.10206961778658e-07
43	4.34999895095825e+00	4.34999847412109e+00	5.48088863183693e-08
44	4.37272644042969e+00	4.37272644042969e+00	0.00000000000000e+00
45	4.39494848251343e+00	4.39494848251343e+00	0.00000000000000e+00
46	4.41668748855591e+00	4.41668844223022e+00	-1.07962613071777e-07
47	4.43796396255493e+00	4.43796443939209e+00	-5.37225091079563e-08
48	4.45879745483398e+00	4.45879840850830e+00	-1.06942984245961e-07
49	4.47920560836792e+00	4.47920656204224e+00	-1.06455729564914e-07
50	4.49920558929443e+00	4.49920654296875e+00	-1.05982508102898e-07
51	4.51881361007690e+00	4.51881456375122e+00	-1.05522630633459e-07
52	4.53804445266724e+00	4.53804540634155e+00	-1.05075457668136e-07
53	4.55691242218018e+00	4.55691337585449e+00	-1.04640392351030e-07
54	4.57543087005615e+00	4.57543182373047e+00	-1.04216873353380e-07
55	4.59361267089844e+00	4.59361362457275e+00	-1.03804381978989e-07
56	4.61146974563599e+00	4.61147069931030e+00	-1.03402413742515e-07
57	4.62901353836060e+00	4.62901449203491e+00	-1.03010521002034e-07
58	4.64625501632690e+00	4.64625597000122e+00	-1.02628270326477e-07
59	4.66320419311523e+00	4.66320514678955e+00	-1.02255249601058e-07
60	4.67987108230591e+00	4.67987203598022e+00	-1.01891075132698e-07
61	4.69626474380493e+00	4.69626522064209e+00	-5.07676993777295e-08
62	4.71239376068115e+00	4.71239423751831e+00	-5.05939432571267e-08
63	4.72826671600342e+00	4.72826719284058e+00	-5.04240986742843e-08
64	4.74389171600342e+00	4.74389219284058e+00	-5.02580128625141e-08
65	4.75927639007568e+00	4.75927686691284e+00	-5.00955508186962e-08
66	4.77442789077759e+00	4.77442836761475e+00	-4.99365704342836e-08
67	4.78935337066650e+00	4.78935384750366e+00	-4.97809544697247e-08
68	4.80405902862549e+00	4.80405950546265e+00	-4.96285714746136e-08
69	4.81855201721191e+00	4.81855249404907e+00	-4.94793006566852e-08
70	4.83283758163452e+00	4.83283805847168e+00	-4.93330354345289e-08
71	4.84692192077637e+00	4.84692239761353e+00	-4.91896869903030e-08
72	4.86081075668335e+00	4.86081123352051e+00	-4.90491345317423e-08
73	4.87450933456421e+00	4.87450981140137e+00	-4.89112927937185e-08
74	4.88802289962769e+00	4.88802337646484e+00	-4.87760729583897e-08
75	4.90135622024536e+00	4.90135669708252e+00	-4.86433862079139e-08
76	4.91451406478882e+00	4.91451454162598e+00	-4.85131508298764e-08
77	4.92750120162964e+00	4.92750167846680e+00	-4.83852851118627e-08
78	4.94032192230225e+00	4.94032239913940e+00	-4.82597251050265e-08
